what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486512824036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486512835643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1486512835721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486512839714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486512848622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486512872584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486512926669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486512974608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486513115242
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486513116568
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486513193263
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486513193700
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486513193700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486513207240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486513285563
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486513296187
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1486513306763
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1486513307044
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1486513307185
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1486513307372
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1486513307699
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1486513307855
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1486513307855
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1486513307855
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1486513307980
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1486513308167
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1486513308511
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1486513308511
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1486513308511
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1486513308760
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1486513308838
